latitude,longitude,google_place_id,area_name_en,nlat,nlng,slat,slng,type
25.0805422,55.1403426,ChIJ4ybBAlRrXz4RfG3EVWYeUbk,Marsa Dubai,25.1008568,55.1552927,25.0656803,55.1238476,Bound
25.2168894,55.3848803,ChIJXXZMv1xnXz4RibhwpPSMSqQ,Nad Shamma,25.2219278,55.3946195,25.2129858,55.3764636,Bound
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze Industrial Fourth,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.2880583,55.3945655,ChIJ97szIiNcXz4RazfUtzJsd1o,Al Qusais Industrial First,25.3032174,55.4275702,25.2722168,55.3775096,Bound
25.1330986,55.183466,ChIJWUREIVVqXz4Rdpwi6w3vHao,Madinat Dubai Almelaheyah,25.13444758,55.18481498,25.13174962,55.18211702,Viewport
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze Industrial Second,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze First,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.2763552,55.3095108,ChIJxeYOxE1DXz4RUWzXGXkGwrg,Al Mararr,25.279102,55.3149283,25.2736789,55.3052079,Bound
25.1491849,55.2462495,ChIJqxn_ZlRpXz4R93afUkOiNak,Al Goze Second,25.15053388,55.24759848,25.14783592,55.24490052,Viewport
25.1874594,55.4056356,ChIJeS1TsCphXz4RVir3-9BG4zg,Al Warqa First,25.1994864,55.4095811,25.1781964,55.3972426,Bound
25.2871629,55.3184964,ChIJ-3NM-KpcXz4RCzKZQ041XHA,Cornich Deira,25.3042221,55.3387591,25.2728347,55.2945757,Bound
25.2937844,55.4014842,ChIJf-a5lx9cXz4RxqiJnZcMc3I,Al Qusais Industrial Fourth,25.2980344,55.4066535,25.2891561,55.395223,Bound
25.2985984,55.3904145,ChIJMVvvDxpcXz4R4zK0JDBsUPU,Al Qusais Industrial Third,25.3031786,55.3967143,25.2922565,55.3775741,Bound
25.1435458,55.3475331,ChIJ6dKpYH1mXz4RQbaZqBp7hGg,Nad Al Shiba Second,25.1699688,55.3906834,25.1202718,55.2878642,Bound
25.173959,55.3905226,ChIJ___rbMVmXz4REf_31v836N4,Ras Al Khor Industrial Second,25.17530798,55.39187158,25.17261002,55.38917362,Viewport
25.118102,55.2104022,ChIJLaxkOOZrXz4ROq5bi7MS_JM,Al Goze Industrial Third,25.11945098,55.21175118,25.11675302,55.20905322,Viewport
25.2919567,55.365513,ChIJ6W0X2mVcXz4R9MntE5k8ZzA,Al Nahda First,25.2999717,55.3788298,25.2784301,55.3566621,Bound
25.277877,55.4097873,ChIJcxlRHIReXz4RvetHmQeMCaM,Muhaisanah Fourth,25.2879545,55.4213932,25.2705073,55.3971995,Bound
25.1521552,55.2451176,ChIJeeE73w9pXz4Rp-AjhB5xjqk,Al Goze Third,25.15350418,55.24646658,25.15080622,55.24376862,Viewport
25.2445465,55.3112452,ChIJjV50ktNCXz4RuM3Rju-kOiY,Um Hurair Second,25.2566749,55.325409,25.2314627,55.3010445,Bound
24.8973033,55.5355427,ChIJp7SpGqt_9T4R0xJlvEkr5Vo,Grayteesah,24.89865228,55.53689168,24.89595432,55.53419372,Viewport
25.0648629,55.1634109,ChIJeyen6ZRsXz4RziUsj-0gAhs,Al Thanayah Fourth,25.0649946,55.1635314,25.06474,55.1632617,Bound
25.1874594,55.4056356,ChIJeS1TsCphXz4RVir3-9BG4zg,Al Warqa Fourth,25.1994864,55.4095811,25.1781964,55.3972426,Bound
25.097116,55.157904,ChIJM7BJOUJrXz4RJOgp_IoFkBU,Al Safouh Second,25.09846498,55.15925298,25.09576702,55.15655502,Viewport
25.2181601,55.3007465,ChIJ6zQEab9CXz4R82LngDEyHts,Zaabeel Second,25.2297103,55.3129667,25.2077154,55.2894694,Bound
25.1560743,55.3751961,ChIJ92M0JZdmXz4RXOxUVXbiVko,Nad Al Shiba Third,25.167595,55.3903407,25.138537,55.3617701,Bound
25.1435458,55.3475331,ChIJ6dKpYH1mXz4RQbaZqBp7hGg,Nad Al Shiba First,25.1699688,55.3906834,25.1202718,55.2878642,Bound
25.1514047,55.250782,ChIJV9mCQphpXz4RrgfW4AV-8bM,Al Goze Fourth,25.1611919,55.2614666,25.1441968,55.2409315,Bound
25.1357501,55.3668963,ChIJSdkQiClkXz4RL7Sm_krBz9E,Nad Al Shiba Fourth,25.1506514,55.3811539,25.1208155,55.3472116,Bound
25.0059264,55.1113234,ChIJ32A1ZpQSXz4R2M_xDjtAEkA,Jabal Ali Industrial First,25.00727538,55.11267238,25.00457742,55.10997442,Viewport
25.2871169,55.4153232,ChIJuW66C5BeXz4RV6dOK-RELsw,Al Qusais Industrial Fifth,25.294212,55.4269897,25.2790805,55.4013696,Bound
25.2476207,55.4859363,ChIJ_4C60hhgXz4RFEx84Hbsugk,Al Khawaneej First,25.2675956,55.5115128,25.2239661,55.4654217,Bound
25.1784957,55.545002,ChIJz0ZOqr2J9T4RwbPmEd0F-fU,Al Aweer First,25.2135808,55.6170349,25.1295889,55.4933294,Bound
25.1995236,55.480396,ChIJ8duaQ3SK9T4RzRWy--RbuoQ,Wadi Al Amardi,25.2285463,55.5304716,25.1645654,55.4603698,Bound
25.2104789,55.541359,ChIJd2kpLLOL9T4RBLZ4T-Cf5es,Al Khawaneej Second,25.2308764,55.5591917,25.1915831,55.5131006,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Al Eyas,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.1526437,55.5327515,ChIJsdfMS6aJ9T4R3tINZ8DmIJA,Al Aweer Second,25.15399268,55.53410048,25.15129472,55.53140252,Viewport
25.2602489,55.4588825,ChIJNZBC7sVfXz4R9V2povmmbbM,Oud Al Muteena Second,25.26159788,55.46023148,25.25889992,55.45753352,Viewport
25.216757,55.3309395,ChIJQ63b2_dnXz4ROKJJcBxCzI0,Al Jadaf,25.2313363,55.3448131,25.1893005,55.3097113,Bound
25.2643134,55.4610075,ChIJpQPLS8FfXz4R2Hx-mRVdaa8,Oud Al Muteena First,25.272142,55.4717986,25.2553152,55.456151,Bound
25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,Al Thanyah Fifth,25.13884178,55.20872208,25.13614382,55.20602412,Viewport
25.1374928,55.2073731,ChIJGzvCzTRqXz4RjVU9iB7T0Zw,Al Thanyah Third,25.13884178,55.20872208,25.13614382,55.20602412,Viewport
25.1124317,55.138978,ChIJFTtlwikVXz4RFj5Kdq68yj0,Palm Jumeirah,25.1415589,55.1550712,25.0970953,55.1084091,Bound
25.1583539,55.4243304,ChIJr_-uUlxhXz4R_vCltuj9dsU,Al Warsan First,25.1713287,55.4277802,25.1489704,55.4167072,Bound
25.0600069,55.2444647,ChIJX1IwkDRsXz4RmwA1KiMqKG0,Al Barshaa South Third,25.06135588,55.24581368,25.05865792,55.24311572,Viewport
25.0862577,55.2261797,ChIJu8wUWaduXz4RHmNoVVeNgWQ,Al Barshaa South First,25.086392,55.2263605,25.0860908,55.226001,Bound
25.2531745,55.3656728,ChIJaQ4mkwZdXz4R6e5IegDUleY,Dubai International Airport,25.25452348,55.36702178,25.25182552,55.36432382,Viewport
25.0698678,55.2438882,ChIJH_5Uuo5uXz4RWzIKu9QVmxk,Al Barshaa South Second,25.07121678,55.24523718,25.06851882,55.24253922,Viewport
25.2278288,55.1651934,ChIJQQxlVOJAXz4RD7NHqX_3aao,World Islands,25.2810159,55.2148736,25.1746417,55.1155133,Bound
25.0792907,55.2893947,ChIJV5ztqQtvXz4RpUwrydeV-b8,Wadi Al Safa 6,25.08063968,55.29074368,25.07794172,55.28804572,Viewport
25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,Al Hebiah Fourth,25.04337618,55.22079058,25.04067822,55.21809262,Viewport
25.1594819,55.4319329,ChIJb4p562NhXz4RUSI013cUPuI,Al Warsan Second,25.16083088,55.43328188,25.15813292,55.43058392,Viewport
25.2219515,55.3527943,ChIJ____jHddXz4R1SKdGJZim_Q,Festival City First,25.22330048,55.35414328,25.22060252,55.35144532,Viewport
25.215927,55.3745752,ChIJIzXLL2RnXz4RA6GHu4uqtNA,Al Kheeran,25.21727598,55.37592418,25.21457802,55.37322622,Viewport
25.333333,55.268056,ChIJA8HSPKdFXz4RgjnyLvmMiFo,Palm Deira,25.3434175,55.2840634,25.3232476,55.2520486,Viewport
25.0072733,54.9873447,ChIJLyIJKfIQXz4RaI10pzbH6O4,Palm Jabal Ali,25.0366079,55.0309525,24.9742968,54.9523916,Bound
25.2334228,55.5579177,ChIJTVTXmQuL9T4R2Hp8m6i2_-Y,Al Ttay,25.23477178,55.55926668,25.23207382,55.55656872,Viewport
25.1712226,55.3834967,ChIJRcEEYuFmXz4Rov6CHwxW-9E,Ras Al Khor Industrial Third,25.1845558,55.3962227,25.1625578,55.3664092,Bound
25.0686889,55.2078213,ChIJ0wFnPTlsXz4RJ7KLDmcMqWI,Al Barsha South Fourth,25.07003788,55.20917028,25.06733992,55.20647232,Viewport
25.0764291,55.2314448,ChIJYb8tsJ5uXz4RNV4_QrJsnxY,Al Barsha South Fifth,25.1005693,55.2496252,25.0530962,55.2122419,Bound
25.097771,55.176083,ChIJz8S8gdtrXz4RkkylhPR0Hzo,Al Thanyah First,25.09911998,55.17743198,25.09642202,55.17473402,Viewport
25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,Al Hebiah First,25.04337618,55.22079058,25.04067822,55.21809262,Viewport
25.1781358,55.3267916,ChIJMVy9JdBnXz4RGAz_c4IVcTY,Bukadra,25.1843066,55.332385,25.1698287,55.3176891,Bound
25.0520917,55.1301564,ChIJ78OKVjETXz4Rc7IaTH1jFXg,Jabal Ali First,25.05344068,55.13150538,25.05074272,55.12880742,Viewport
25.1851339,55.3510778,ChIJY1W6ba9nXz4RaN_aeY59R0M,Al Khairan  Second,25.18648288,55.35242678,25.18378492,55.34972882,Viewport
25.1851339,55.3510778,ChIJY1W6ba9nXz4RaN_aeY59R0M,Al Khairan First,25.18648288,55.35242678,25.18378492,55.34972882,Viewport
25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,Al Hebiah Second,25.04337618,55.22079058,25.04067822,55.21809262,Viewport
24.855007,55.051317,ChIJfT7s5lxtXz4RPFrQGMKDOUM,Saih Shuaib 2,24.85635598,55.05266598,24.85365802,55.04996802,Viewport
24.8531347,55.0729146,ChIJQ3X7ykoKXz4RLiZWgoH1og8,Saih Shuaib 3,24.85448368,55.07426358,24.85178572,55.07156562,Viewport
25.0081604,55.1565546,ChIJAauOmZhdXz4R_4P3Di3BCRw,Dubai Investment Park Second,25.00950938,55.15790358,25.00681142,55.15520562,Viewport
25.1588548,55.463777,ChIJZ4K-YztiXz4Rv1ScuTJ5RZw,Al Warsan Third,25.1684361,55.4914284,25.1349504,55.4386426,Bound
24.9822565,55.2108,ChIJXTP0zuJrXz4RsCryr-7UQg0,Dubai Investment Park First,24.98360548,55.21214898,24.98090752,55.20945102,Viewport
24.9976352,55.3922112,ChIJ3-hQfvJ7Xz4ROuNQoVnsz5g,Al Yufrah 2,24.99898418,55.39356018,24.99628622,55.39086222,Viewport
25.0792907,55.2893947,ChIJV5ztqQtvXz4RpUwrydeV-b8,Wadi Al Safa 7,25.08063968,55.29074368,25.07794172,55.28804572,Viewport
25.0792907,55.2893947,ChIJV5ztqQtvXz4RpUwrydeV-b8,Wadi Al Safa 3,25.08063968,55.29074368,25.07794172,55.28804572,Viewport
25.0792907,55.2893947,ChIJV5ztqQtvXz4RpUwrydeV-b8,Wadi Al Safa 2,25.08063968,55.29074368,25.07794172,55.28804572,Viewport
25.1236362,55.3779431,ChIJyzAphhVkXz4RSyfjsuMG4_g,Nadd Hessa,25.12498518,55.37929208,25.12228722,55.37659412,Viewport
25.0792907,55.2893947,ChIJV5ztqQtvXz4RpUwrydeV-b8,Wadi Al Safa 5,25.08063968,55.29074368,25.07794172,55.28804572,Viewport
25.0567924,55.5906305,ChIJ57KTTyOE9T4RajLwA2orOwA,Lehbab First,25.05814138,55.59197948,25.05544342,55.58928152,Viewport
25.0792907,55.2893947,ChIJV5ztqQtvXz4RpUwrydeV-b8,Wadi Al Safa 4,25.08063968,55.29074368,25.07794172,55.28804572,Viewport
25.0888672,55.4028164,ChIJjXy70p9kXz4RCaOesIplqYg,Al Rowaiyah First,25.09021618,55.40416538,25.08751822,55.40146742,Viewport
25.0084238,55.1094868,ChIJ0ZafpewSXz4Rk5lX9-iZwFQ,Jabal Ali Industrial Third,25.00977278,55.11083578,25.00707482,55.10813782,Viewport
25.0403413,55.1968157,ChIJk79DPbptXz4RGHTZvtyE87s,Me'Aisem First,25.04169028,55.19816468,25.03899232,55.19546672,Viewport
25.1330986,55.183466,ChIJWUREIVVqXz4Rdpwi6w3vHao,Madinat Al Mataar,25.13444758,55.18481498,25.13174962,55.18211702,Viewport
25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,Al Hebiah Fifth,25.04337618,55.22079058,25.04067822,55.21809262,Viewport
25.0019221,55.1265477,ChIJUcJg_KUSXz4RyS0nBEAuM8s,Jabal Ali Industrial Second,25.0182622,55.1571178,24.9754771,55.0949764,Bound
25.1466922,55.4055219,ChIJBylcztdjXz4RtYkamtGA1ug,Warsan Fourth,25.14804118,55.40687088,25.14534322,55.40417292,Viewport
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Esalal,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Hessyan Second,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.2615909,55.2940096,ChIJ77KleOVDXz4RKN3Ww7gxotc,Muragab,25.26293988,55.29535858,25.26024192,55.29266062,Viewport
25.0421408,55.5912693,ChIJ1QZ8eBCE9T4R3WLN5z_RzDg,Lehbab Second,25.0682156,55.6170718,25.0203716,55.5656795,Bound
24.8227121,55.1050856,ChIJAQCwPa1sXz4Rtj9YoVaI_h4,Saih Shuaib 4,24.82406108,55.10643458,24.82136312,55.10373662,Viewport
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Hessyan First,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.1449353,55.501084,ChIJJTsL59qJ9T4RTdjU9AczyMs,Al Rowaiyah Third,25.14628428,55.50243298,25.14358632,55.49973502,Viewport
25.1379374,55.2602406,ChIJe1YtAy5pXz4RSJEY4m2Z02Y,Al Yelayiss 4,25.2315297,55.350299,25.0402689,55.1927835,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Al Yelayiss 2,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Um Nahad First,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.166305,55.2766981,ChIJi0hQHE5oXz4RfSGbsyxSBTI,Al Merkadh,25.16765398,55.27804708,25.16495602,55.27534912,Viewport
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Hadaeq Sheikh Mohammed Bin Rashid,25.3585607,55.5650393,24.7921359,54.8904543,Bound
24.8546963,55.0106611,Ej1TYWloIFNoZWliIC0gQWwgRmF5YWggVHJ1Y2sgUmQgLSBEdWJhaSAtIFVuaXRlZCBBcmFiIEVtaXJhdGVzIi4qLAoUChIJW2QllFEPXz4R7WmcXxrQjAMSFAoSCUXG2WpJQ18-EWJRKYRQbua9,Saih Shuaib 1,24.8917921,55.0779355,24.7916503,54.9311425,Bound
24.984977,55.0438252,ChIJhdpsKBISXz4Rvtxr5rBqQeE,Mena Jabal Ali,25.0507688,55.0964569,24.9471919,55.0188445,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Al Yelayiss 3,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.1379374,55.2602406,ChIJe1YtAy5pXz4RSJEY4m2Z02Y,Al Yufrah 1,25.2315297,55.350299,25.0402689,55.1927835,Bound
25.1379374,55.2602406,ChIJe1YtAy5pXz4RSJEY4m2Z02Y,Al Yelayiss 1,25.2315297,55.350299,25.0402689,55.1927835,Bound
25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,Al Hebiah Third,25.04337618,55.22079058,25.04067822,55.21809262,Viewport
25.1831647,55.272887,ChIJV_Ql7y1oXz4RDpVweQnE1D0,Business Bay,25.1960101,55.2937818,25.1740096,55.254922,Bound
25.0795535,55.1199913,ChIJJ0QVgdoVXz4R4VaFFmyQKnU,Island 2,25.08090248,55.12134028,25.07820452,55.11864232,Viewport
25.271132,55.310025,ChIJz0qzyUtDXz4Rj2Ix7NkvoNg,Al Marmoom,25.27248098,55.31137398,25.26978302,55.30867602,Viewport
24.8242288,55.6585318,ChIJ05QU19NnXz4RUhDrXuUv8yM,Al Maha,24.82557778,55.65988078,24.82287982,55.65718282,Viewport
24.9916126,55.5138987,ChIJe7-OTJiB9T4RuyORAVM6S_k,Le Hemaira,24.99296158,55.51524768,24.99026362,55.51254972,Viewport
25.1379374,55.2602406,ChIJe1YtAy5pXz4RSJEY4m2Z02Y,Al Yufrah 3,25.2315297,55.350299,25.0402689,55.1927835,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Um Nahad Second,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Um Esalay,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Saih Aldahal,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,Umm Addamin,25.3585607,55.5650393,24.7921359,54.8904543,Bound
25.0087085,55.3815011,ChIJN1lgEph7Xz4R1iMr4ezI_xM,Um Nahad Third,25.01005748,55.38285008,25.00735952,55.38015212,Viewport
25.2230543,55.3060551,ChIJC-G757lCXz4R5QyiOZTP72w,Zaabeel First,25.2321578,55.3152319,25.2095174,55.2902519,Bound
25.0172611,55.6745158,ChIJS0PYBdSc9T4R4W4ZgA2rvgw,Nazwah,25.0457146,55.6969188,24.9878474,55.6509689,Bound
25.0420272,55.2194416,ChIJ1ed0CdxtXz4RjQdwsWttfOE,AL HEBIAH SIXTH,25.04337618,55.22079058,25.04067822,55.21809262,Viewport
25.164768,55.483841,ChIJxf9QhQNiXz4Rqhv4OmZhETs,Wadi Alshabak,25.16611698,55.48518998,25.16341902,55.48249202,Viewport
